Geolocation,Major Occupation,Year,Period,Sex,Employed Persons
REGION XII,Elementary Occupations,2021,Annual,Male,444.980
REGION XII,Elementary Occupations,2021,Annual,Female,268.497
REGION XII,Elementary Occupations,2021,February,Both Sexes,515.780
REGION XII,Elementary Occupations,2021,February,Male,359.906
REGION XII,Elementary Occupations,2021,February,Female,155.874
REGION XII,Elementary Occupations,2021,March,Both Sexes,742.761
REGION XII,Elementary Occupations,2021,March,Male,479.067
REGION XII,Elementary Occupations,2021,March,Female,263.694
REGION XII,Elementary Occupations,2021,May,Both Sexes,730.845
REGION XII,Elementary Occupations,2021,May,Male,472.708
REGION XII,Elementary Occupations,2021,May,Female,258.138
REGION XII,Elementary Occupations,2021,June,Both Sexes,927.115
REGION XII,Elementary Occupations,2021,June,Male,515.591
REGION XII,Elementary Occupations,2021,June,Female,411.524
REGION XII,Elementary Occupations,2021,August,Both Sexes,689.243
REGION XII,Elementary Occupations,2021,August,Male,408.887
REGION XII,Elementary Occupations,2021,August,Female,280.356
REGION XII,Elementary Occupations,2021,September,Both Sexes,699.290
REGION XII,Elementary Occupations,2021,September,Male,430.644
REGION XII,Elementary Occupations,2021,September,Female,268.646
REGION XII,Elementary Occupations,2021,November,Both Sexes,727.329
REGION XII,Elementary Occupations,2021,November,Male,457.354
REGION XII,Elementary Occupations,2021,November,Female,269.975
REGION XII,Elementary Occupations,2021,December,Both Sexes,864.304
REGION XII,Elementary Occupations,2021,December,Male,492.149
REGION XII,Elementary Occupations,2021,December,Female,372.155
REGION XII,Armed Forces Occupations,2018,January,Both Sexes,6.858
REGION XII,Armed Forces Occupations,2018,January,Male,6.858
REGION XII,Armed Forces Occupations,2018,January,Female,0.000
REGION XII,Armed Forces Occupations,2018,April,Both Sexes,9.842
REGION XII,Armed Forces Occupations,2018,April,Male,9.842
REGION XII,Armed Forces Occupations,2018,April,Female,0.000
REGION XII,Armed Forces Occupations,2018,July,Both Sexes,11.343
REGION XII,Armed Forces Occupations,2018,July,Male,10.494
REGION XII,Armed Forces Occupations,2018,July,Female,0.850
REGION XII,Armed Forces Occupations,2018,October,Both Sexes,7.948
REGION XII,Armed Forces Occupations,2018,October,Male,7.948
REGION XII,Armed Forces Occupations,2018,October,Female,0.000
REGION XII,Armed Forces Occupations,2018,Annual,Both Sexes,8.998
REGION XII,Armed Forces Occupations,2018,Annual,Male,8.786
REGION XII,Armed Forces Occupations,2018,Annual,Female,0.213
REGION XII,Armed Forces Occupations,2018,February,Both Sexes,..
REGION XII,Armed Forces Occupations,2018,February,Male,..
REGION XII,Armed Forces Occupations,2018,February,Female,..
REGION XII,Armed Forces Occupations,2018,March,Both Sexes,..
REGION XII,Armed Forces Occupations,2018,March,Male,..
REGION XII,Armed Forces Occupations,2018,March,Female,..
REGION XII,Armed Forces Occupations,2018,May,Both Sexes,..
REGION XII,Armed Forces Occupations,2018,May,Male,..
REGION XII,Armed Forces Occupations,2018,May,Female,..
REGION XII,Armed Forces Occupations,2018,June,Both Sexes,..
REGION XII,Armed Forces Occupations,2018,June,Male,..
REGION XII,Armed Forces Occupations,2018,June,Female,..
REGION XII,Armed Forces Occupations,2018,August,Both Sexes,..
REGION XII,Armed Forces Occupations,2018,August,Male,..
REGION XII,Armed Forces Occupations,2018,August,Female,..
REGION XII,Armed Forces Occupations,2018,September,Both Sexes,..
REGION XII,Armed Forces Occupations,2018,September,Male,..
REGION XII,Armed Forces Occupations,2018,September,Female,..
REGION XII,Armed Forces Occupations,2018,November,Both Sexes,..
REGION XII,Armed Forces Occupations,2018,November,Male,..
REGION XII,Armed Forces Occupations,2018,November,Female,..
REGION XII,Armed Forces Occupations,2018,December,Both Sexes,..
REGION XII,Armed Forces Occupations,2018,December,Male,..
REGION XII,Armed Forces Occupations,2018,December,Female,..
REGION XII,Armed Forces Occupations,2019,January,Both Sexes,5.913
REGION XII,Armed Forces Occupations,2019,January,Male,5.913
REGION XII,Armed Forces Occupations,2019,January,Female,0.000
REGION XII,Armed Forces Occupations,2019,April,Both Sexes,5.731
REGION XII,Armed Forces Occupations,2019,April,Male,5.731
REGION XII,Armed Forces Occupations,2019,April,Female,0.000
REGION XII,Armed Forces Occupations,2019,July,Both Sexes,12.257
REGION XII,Armed Forces Occupations,2019,July,Male,11.548
REGION XII,Armed Forces Occupations,2019,July,Female,0.709
REGION XII,Armed Forces Occupations,2019,October,Both Sexes,6.281
REGION XII,Armed Forces Occupations,2019,October,Male,6.281
REGION XII,Armed Forces Occupations,2019,October,Female,0.000
REGION XII,Armed Forces Occupations,2019,Annual,Both Sexes,7.546
REGION XII,Armed Forces Occupations,2019,Annual,Male,7.368
REGION XII,Armed Forces Occupations,2019,Annual,Female,0.177
REGION XII,Armed Forces Occupations,2019,February,Both Sexes,..
REGION XII,Armed Forces Occupations,2019,February,Male,..
REGION XII,Armed Forces Occupations,2019,February,Female,..
REGION XII,Armed Forces Occupations,2019,March,Both Sexes,..
REGION XII,Armed Forces Occupations,2019,March,Male,..
REGION XII,Armed Forces Occupations,2019,March,Female,..
REGION XII,Armed Forces Occupations,2019,May,Both Sexes,..
REGION XII,Armed Forces Occupations,2019,May,Male,..
REGION XII,Armed Forces Occupations,2019,May,Female,..
REGION XII,Armed Forces Occupations,2019,June,Both Sexes,..
REGION XII,Armed Forces Occupations,2019,June,Male,..
REGION XII,Armed Forces Occupations,2019,June,Female,..
REGION XII,Armed Forces Occupations,2019,August,Both Sexes,..
REGION XII,Armed Forces Occupations,2019,August,Male,..
REGION XII,Armed Forces Occupations,2019,August,Female,..
REGION XII,Armed Forces Occupations,2019,September,Both Sexes,..
REGION XII,Armed Forces Occupations,2019,September,Male,..
REGION XII,Armed Forces Occupations,2019,September,Female,..
REGION XII,Armed Forces Occupations,2019,November,Both Sexes,..
REGION XII,Armed Forces Occupations,2019,November,Male,..
REGION XII,Armed Forces Occupations,2019,November,Female,..
REGION XII,Armed Forces Occupations,2019,December,Both Sexes,..
REGION XII,Armed Forces Occupations,2019,December,Male,..
REGION XII,Armed Forces Occupations,2019,December,Female,..
REGION XII,Armed Forces Occupations,2020,January,Both Sexes,8.684
REGION XII,Armed Forces Occupations,2020,January,Male,8.450
REGION XII,Armed Forces Occupations,2020,January,Female,0.234
REGION XII,Armed Forces Occupations,2020,April,Both Sexes,11.048
REGION XII,Armed Forces Occupations,2020,April,Male,10.051
REGION XII,Armed Forces Occupations,2020,April,Female,0.997
REGION XII,Armed Forces Occupations,2020,July,Both Sexes,5.937
REGION XII,Armed Forces Occupations,2020,July,Male,5.937
REGION XII,Armed Forces Occupations,2020,July,Female,0.000
REGION XII,Armed Forces Occupations,2020,October,Both Sexes,5.214
REGION XII,Armed Forces Occupations,2020,October,Male,5.214
REGION XII,Armed Forces Occupations,2020,October,Female,0.000
REGION XII,Armed Forces Occupations,2020,Annual,Both Sexes,6.316
REGION XII,Armed Forces Occupations,2020,Annual,Male,4.781
REGION XII,Armed Forces Occupations,2020,Annual,Female,5.431
REGION XII,Armed Forces Occupations,2020,February,Both Sexes,..
REGION XII,Armed Forces Occupations,2020,February,Male,..
REGION XII,Armed Forces Occupations,2020,February,Female,..
REGION XII,Armed Forces Occupations,2020,March,Both Sexes,..
REGION XII,Armed Forces Occupations,2020,March,Male,..
REGION XII,Armed Forces Occupations,2020,March,Female,..
REGION XII,Armed Forces Occupations,2020,May,Both Sexes,..
REGION XII,Armed Forces Occupations,2020,May,Male,..
REGION XII,Armed Forces Occupations,2020,May,Female,..
REGION XII,Armed Forces Occupations,2020,June,Both Sexes,..
REGION XII,Armed Forces Occupations,2020,June,Male,..
REGION XII,Armed Forces Occupations,2020,June,Female,..
REGION XII,Armed Forces Occupations,2020,August,Both Sexes,..
REGION XII,Armed Forces Occupations,2020,August,Male,..
REGION XII,Armed Forces Occupations,2020,August,Female,..
REGION XII,Armed Forces Occupations,2020,September,Both Sexes,..
REGION XII,Armed Forces Occupations,2020,September,Male,..
REGION XII,Armed Forces Occupations,2020,September,Female,..
REGION XII,Armed Forces Occupations,2020,November,Both Sexes,..
REGION XII,Armed Forces Occupations,2020,November,Male,..
REGION XII,Armed Forces Occupations,2020,November,Female,..
REGION XII,Armed Forces Occupations,2020,December,Both Sexes,..
REGION XII,Armed Forces Occupations,2020,December,Male,..
REGION XII,Armed Forces Occupations,2020,December,Female,..
REGION XII,Armed Forces Occupations,2021,January,Both Sexes,8.494
REGION XII,Armed Forces Occupations,2021,January,Male,7.968
REGION XII,Armed Forces Occupations,2021,January,Female,0.044
REGION XII,Armed Forces Occupations,2021,April,Both Sexes,6.101
REGION XII,Armed Forces Occupations,2021,April,Male,6.101
REGION XII,Armed Forces Occupations,2021,April,Female,0.000
REGION XII,Armed Forces Occupations,2021,July,Both Sexes,11.474
REGION XII,Armed Forces Occupations,2021,July,Male,11.131
REGION XII,Armed Forces Occupations,2021,July,Female,0.342
REGION XII,Armed Forces Occupations,2021,October,Both Sexes,11.443
REGION XII,Armed Forces Occupations,2021,October,Male,10.964
REGION XII,Armed Forces Occupations,2021,October,Female,0.479
REGION XII,Armed Forces Occupations,2021,Annual,Both Sexes,8.082
REGION XII,Armed Forces Occupations,2021,Annual,Male,7.484
REGION XII,Armed Forces Occupations,2021,Annual,Female,0.598
REGION XII,Armed Forces Occupations,2021,February,Both Sexes,8.286
REGION XII,Armed Forces Occupations,2021,February,Male,8.286
REGION XII,Armed Forces Occupations,2021,February,Female,0.000
REGION XII,Armed Forces Occupations,2021,March,Both Sexes,9.907
REGION XII,Armed Forces Occupations,2021,March,Male,9.907
REGION XII,Armed Forces Occupations,2021,March,Female,0.000
REGION XII,Armed Forces Occupations,2021,May,Both Sexes,13.121
REGION XII,Armed Forces Occupations,2021,May,Male,9.634
REGION XII,Armed Forces Occupations,2021,May,Female,3.488
REGION XII,Armed Forces Occupations,2021,June,Both Sexes,4.704
REGION XII,Armed Forces Occupations,2021,June,Male,4.704
REGION XII,Armed Forces Occupations,2021,June,Female,0.000
REGION XII,Armed Forces Occupations,2021,August,Both Sexes,11.004
REGION XII,Armed Forces Occupations,2021,August,Male,11.004
REGION XII,Armed Forces Occupations,2021,August,Female,0.000
REGION XII,Armed Forces Occupations,2021,September,Both Sexes,3.789
REGION XII,Armed Forces Occupations,2021,September,Male,3.789
REGION XII,Armed Forces Occupations,2021,September,Female,0.000
REGION XII,Armed Forces Occupations,2021,November,Both Sexes,8.656
REGION XII,Armed Forces Occupations,2021,November,Male,6.314
REGION XII,Armed Forces Occupations,2021,November,Female,2.342
REGION XII,Armed Forces Occupations,2021,December,Both Sexes,0.000
REGION XII,Armed Forces Occupations,2021,December,Male,0.000
REGION XII,Armed Forces Occupations,2021,December,Female,0.000
CARAGA,Total,2018,January,Both Sexes,1207.389
CARAGA,Total,2018,January,Male,745.327
CARAGA,Total,2018,January,Female,462.061
CARAGA,Total,2018,April,Both Sexes,1184.800
CARAGA,Total,2018,April,Male,740.718
CARAGA,Total,2018,April,Female,444.083
CARAGA,Total,2018,July,Both Sexes,1138.995
CARAGA,Total,2018,July,Male,713.610
CARAGA,Total,2018,July,Female,425.383
CARAGA,Total,2018,October,Both Sexes,1129.187
CARAGA,Total,2018,October,Male,724.276
CARAGA,Total,2018,October,Female,404.913
CARAGA,Total,2018,Annual,Both Sexes,1165.093
CARAGA,Total,2018,Annual,Male,730.983
CARAGA,Total,2018,Annual,Female,434.110
CARAGA,Total,2018,February,Both Sexes,..
CARAGA,Total,2018,February,Male,..
CARAGA,Total,2018,February,Female,..
CARAGA,Total,2018,March,Both Sexes,..
CARAGA,Total,2018,March,Male,..
CARAGA,Total,2018,March,Female,..
CARAGA,Total,2018,May,Both Sexes,..
CARAGA,Total,2018,May,Male,..
CARAGA,Total,2018,May,Female,..
CARAGA,Total,2018,June,Both Sexes,..
CARAGA,Total,2018,June,Male,..
CARAGA,Total,2018,June,Female,..
CARAGA,Total,2018,August,Both Sexes,..
CARAGA,Total,2018,August,Male,..
CARAGA,Total,2018,August,Female,..
CARAGA,Total,2018,September,Both Sexes,..
CARAGA,Total,2018,September,Male,..
CARAGA,Total,2018,September,Female,..
CARAGA,Total,2018,November,Both Sexes,..
CARAGA,Total,2018,November,Male,..
CARAGA,Total,2018,November,Female,..
CARAGA,Total,2018,December,Both Sexes,..
CARAGA,Total,2018,December,Male,..
CARAGA,Total,2018,December,Female,..
CARAGA,Total,2019,January,Both Sexes,989.974
CARAGA,Total,2019,January,Male,623.204
CARAGA,Total,2019,January,Female,366.769
CARAGA,Total,2019,April,Both Sexes,1110.187
CARAGA,Total,2019,April,Male,688.822
CARAGA,Total,2019,April,Female,421.365
CARAGA,Total,2019,July,Both Sexes,1077.156
CARAGA,Total,2019,July,Male,667.637
CARAGA,Total,2019,July,Female,409.519
CARAGA,Total,2019,October,Both Sexes,1041.100
CARAGA,Total,2019,October,Male,658.234
CARAGA,Total,2019,October,Female,382.867
CARAGA,Total,2019,Annual,Both Sexes,1054.604
CARAGA,Total,2019,Annual,Male,659.474
CARAGA,Total,2019,Annual,Female,395.130
CARAGA,Total,2019,February,Both Sexes,..
CARAGA,Total,2019,February,Male,..
CARAGA,Total,2019,February,Female,..
CARAGA,Total,2019,March,Both Sexes,..
CARAGA,Total,2019,March,Male,..
CARAGA,Total,2019,March,Female,..
CARAGA,Total,2019,May,Both Sexes,..
CARAGA,Total,2019,May,Male,..
CARAGA,Total,2019,May,Female,..
CARAGA,Total,2019,June,Both Sexes,..
CARAGA,Total,2019,June,Male,..
CARAGA,Total,2019,June,Female,..
CARAGA,Total,2019,August,Both Sexes,..
CARAGA,Total,2019,August,Male,..
CARAGA,Total,2019,August,Female,..
CARAGA,Total,2019,September,Both Sexes,..
CARAGA,Total,2019,September,Male,..
CARAGA,Total,2019,September,Female,..
CARAGA,Total,2019,November,Both Sexes,..
CARAGA,Total,2019,November,Male,..
CARAGA,Total,2019,November,Female,..
CARAGA,Total,2019,December,Both Sexes,..
CARAGA,Total,2019,December,Male,..
CARAGA,Total,2019,December,Female,..
CARAGA,Total,2020,January,Both Sexes,1111.036
CARAGA,Total,2020,January,Male,700.098
CARAGA,Total,2020,January,Female,410.940
CARAGA,Total,2020,April,Both Sexes,901.690
CARAGA,Total,2020,April,Male,553.075
CARAGA,Total,2020,April,Female,348.614
CARAGA,Total,2020,July,Both Sexes,1158.195
CARAGA,Total,2020,July,Male,687.975
CARAGA,Total,2020,July,Female,470.219
CARAGA,Total,2020,October,Both Sexes,1065.580
CARAGA,Total,2020,October,Male,662.888
CARAGA,Total,2020,October,Female,402.691
CARAGA,Total,2020,Annual,Both Sexes,705.289
CARAGA,Total,2020,Annual,Male,610.226
CARAGA,Total,2020,Annual,Female,763.721
CARAGA,Total,2020,February,Both Sexes,..
CARAGA,Total,2020,February,Male,..
CARAGA,Total,2020,February,Female,..
CARAGA,Total,2020,March,Both Sexes,..
CARAGA,Total,2020,March,Male,..
CARAGA,Total,2020,March,Female,..
CARAGA,Total,2020,May,Both Sexes,..
CARAGA,Total,2020,May,Male,..
CARAGA,Total,2020,May,Female,..
CARAGA,Total,2020,June,Both Sexes,..
CARAGA,Total,2020,June,Male,..
CARAGA,Total,2020,June,Female,..
CARAGA,Total,2020,August,Both Sexes,..
CARAGA,Total,2020,August,Male,..
CARAGA,Total,2020,August,Female,..
CARAGA,Total,2020,September,Both Sexes,..
CARAGA,Total,2020,September,Male,..
CARAGA,Total,2020,September,Female,..
CARAGA,Total,2020,November,Both Sexes,..
CARAGA,Total,2020,November,Male,..
CARAGA,Total,2020,November,Female,..
CARAGA,Total,2020,December,Both Sexes,..
CARAGA,Total,2020,December,Male,..
CARAGA,Total,2020,December,Female,..
CARAGA,Total,2021,January,Both Sexes,1023.544
CARAGA,Total,2021,January,Male,620.637
CARAGA,Total,2021,January,Female,33.576
CARAGA,Total,2021,April,Both Sexes,1190.856
CARAGA,Total,2021,April,Male,718.370
CARAGA,Total,2021,April,Female,472.487
CARAGA,Total,2021,July,Both Sexes,1076.785
CARAGA,Total,2021,July,Male,674.183
CARAGA,Total,2021,July,Female,402.603
CARAGA,Total,2021,October,Both Sexes,1154.018
CARAGA,Total,2021,October,Male,716.024
CARAGA,Total,2021,October,Female,437.994
CARAGA,Total,2021,Annual,Both Sexes,1173.722
CARAGA,Total,2021,Annual,Male,707.136
CARAGA,Total,2021,Annual,Female,466.586
CARAGA,Total,2021,February,Both Sexes,1194.599
CARAGA,Total,2021,February,Male,685.007
CARAGA,Total,2021,February,Female,509.592
CARAGA,Total,2021,March,Both Sexes,1211.226
CARAGA,Total,2021,March,Male,704.763
CARAGA,Total,2021,March,Female,506.462
CARAGA,Total,2021,May,Both Sexes,1283.477
CARAGA,Total,2021,May,Male,750.045
CARAGA,Total,2021,May,Female,533.432
CARAGA,Total,2021,June,Both Sexes,1234.291
CARAGA,Total,2021,June,Male,732.129
CARAGA,Total,2021,June,Female,502.162
CARAGA,Total,2021,August,Both Sexes,1160.112
CARAGA,Total,2021,August,Male,702.322
CARAGA,Total,2021,August,Female,457.790
CARAGA,Total,2021,September,Both Sexes,1186.324
CARAGA,Total,2021,September,Male,726.776
CARAGA,Total,2021,September,Female,459.548
CARAGA,Total,2021,November,Both Sexes,1203.794
CARAGA,Total,2021,November,Male,740.940
CARAGA,Total,2021,November,Female,462.855
CARAGA,Total,2021,December,Both Sexes,1165.632
CARAGA,Total,2021,December,Male,714.437
CARAGA,Total,2021,December,Female,451.196
CARAGA,Managers,2018,January,Both Sexes,182.533
CARAGA,Managers,2018,January,Male,73.798
CARAGA,Managers,2018,January,Female,108.735
CARAGA,Managers,2018,April,Both Sexes,186.299
CARAGA,Managers,2018,April,Male,84.217
CARAGA,Managers,2018,April,Female,102.082
CARAGA,Managers,2018,July,Both Sexes,174.832
CARAGA,Managers,2018,July,Male,73.079
CARAGA,Managers,2018,July,Female,101.752
CARAGA,Managers,2018,October,Both Sexes,179.890
CARAGA,Managers,2018,October,Male,71.657
CARAGA,Managers,2018,October,Female,108.233
CARAGA,Managers,2018,Annual,Both Sexes,180.889
CARAGA,Managers,2018,Annual,Male,75.688
CARAGA,Managers,2018,Annual,Female,105.201
CARAGA,Managers,2018,February,Both Sexes,..
CARAGA,Managers,2018,February,Male,..
CARAGA,Managers,2018,February,Female,..
CARAGA,Managers,2018,March,Both Sexes,..
CARAGA,Managers,2018,March,Male,..
CARAGA,Managers,2018,March,Female,..
CARAGA,Managers,2018,May,Both Sexes,..
CARAGA,Managers,2018,May,Male,..
CARAGA,Managers,2018,May,Female,..
CARAGA,Managers,2018,June,Both Sexes,..
CARAGA,Managers,2018,June,Male,..
CARAGA,Managers,2018,June,Female,..
CARAGA,Managers,2018,August,Both Sexes,..
CARAGA,Managers,2018,August,Male,..
CARAGA,Managers,2018,August,Female,..
CARAGA,Managers,2018,September,Both Sexes,..
CARAGA,Managers,2018,September,Male,..
CARAGA,Managers,2018,September,Female,..
CARAGA,Managers,2018,November,Both Sexes,..
CARAGA,Managers,2018,November,Male,..
CARAGA,Managers,2018,November,Female,..
CARAGA,Managers,2018,December,Both Sexes,..
CARAGA,Managers,2018,December,Male,..
CARAGA,Managers,2018,December,Female,..
CARAGA,Managers,2019,January,Both Sexes,117.184
CARAGA,Managers,2019,January,Male,54.860
CARAGA,Managers,2019,January,Female,62.324
CARAGA,Managers,2019,April,Both Sexes,125.892
CARAGA,Managers,2019,April,Male,56.917
CARAGA,Managers,2019,April,Female,68.975
CARAGA,Managers,2019,July,Both Sexes,131.700
CARAGA,Managers,2019,July,Male,58.723
CARAGA,Managers,2019,July,Female,72.976
CARAGA,Managers,2019,October,Both Sexes,106.199
CARAGA,Managers,2019,October,Male,48.319
CARAGA,Managers,2019,October,Female,57.881
CARAGA,Managers,2019,Annual,Both Sexes,120.244
CARAGA,Managers,2019,Annual,Male,54.705
CARAGA,Managers,2019,Annual,Female,65.539
CARAGA,Managers,2019,February,Both Sexes,..
CARAGA,Managers,2019,February,Male,..
CARAGA,Managers,2019,February,Female,..
CARAGA,Managers,2019,March,Both Sexes,..
CARAGA,Managers,2019,March,Male,..
CARAGA,Managers,2019,March,Female,..
CARAGA,Managers,2019,May,Both Sexes,..
CARAGA,Managers,2019,May,Male,..
CARAGA,Managers,2019,May,Female,..
CARAGA,Managers,2019,June,Both Sexes,..
CARAGA,Managers,2019,June,Male,..
CARAGA,Managers,2019,June,Female,..
CARAGA,Managers,2019,August,Both Sexes,..
CARAGA,Managers,2019,August,Male,..
CARAGA,Managers,2019,August,Female,..
CARAGA,Managers,2019,September,Both Sexes,..
CARAGA,Managers,2019,September,Male,..
CARAGA,Managers,2019,September,Female,..
CARAGA,Managers,2019,November,Both Sexes,..
CARAGA,Managers,2019,November,Male,..
CARAGA,Managers,2019,November,Female,..
CARAGA,Managers,2019,December,Both Sexes,..
CARAGA,Managers,2019,December,Male,..
CARAGA,Managers,2019,December,Female,..
CARAGA,Managers,2020,January,Both Sexes,82.526
CARAGA,Managers,2020,January,Male,38.488
CARAGA,Managers,2020,January,Female,44.038
CARAGA,Managers,2020,April,Both Sexes,67.202
CARAGA,Managers,2020,April,Male,29.677
CARAGA,Managers,2020,April,Female,37.525
CARAGA,Managers,2020,July,Both Sexes,98.827
CARAGA,Managers,2020,July,Male,39.174
CARAGA,Managers,2020,July,Female,59.653
CARAGA,Managers,2020,October,Both Sexes,77.913
CARAGA,Managers,2020,October,Male,37.687
CARAGA,Managers,2020,October,Female,40.226
CARAGA,Managers,2020,Annual,Both Sexes,65.545
CARAGA,Managers,2020,Annual,Male,63.634
CARAGA,Managers,2020,Annual,Female,69.832
CARAGA,Managers,2020,February,Both Sexes,..
CARAGA,Managers,2020,February,Male,..
CARAGA,Managers,2020,February,Female,..
CARAGA,Managers,2020,March,Both Sexes,..
CARAGA,Managers,2020,March,Male,..
CARAGA,Managers,2020,March,Female,..
CARAGA,Managers,2020,May,Both Sexes,..
CARAGA,Managers,2020,May,Male,..
CARAGA,Managers,2020,May,Female,..
CARAGA,Managers,2020,June,Both Sexes,..
CARAGA,Managers,2020,June,Male,..
CARAGA,Managers,2020,June,Female,..
CARAGA,Managers,2020,August,Both Sexes,..
CARAGA,Managers,2020,August,Male,..
CARAGA,Managers,2020,August,Female,..
CARAGA,Managers,2020,September,Both Sexes,..
CARAGA,Managers,2020,September,Male,..
CARAGA,Managers,2020,September,Female,..
CARAGA,Managers,2020,November,Both Sexes,..
CARAGA,Managers,2020,November,Male,..
CARAGA,Managers,2020,November,Female,..
CARAGA,Managers,2020,December,Both Sexes,..
CARAGA,Managers,2020,December,Male,..
CARAGA,Managers,2020,December,Female,..
CARAGA,Managers,2021,January,Both Sexes,68.181
CARAGA,Managers,2021,January,Male,28.017
CARAGA,Managers,2021,January,Female,3.347
CARAGA,Managers,2021,April,Both Sexes,75.918
CARAGA,Managers,2021,April,Male,37.535
CARAGA,Managers,2021,April,Female,38.384
CARAGA,Managers,2021,July,Both Sexes,67.524
CARAGA,Managers,2021,July,Male,33.376
CARAGA,Managers,2021,July,Female,34.149
CARAGA,Managers,2021,October,Both Sexes,49.957
CARAGA,Managers,2021,October,Male,22.637
CARAGA,Managers,2021,October,Female,27.319
CARAGA,Managers,2021,Annual,Both Sexes,64.570
CARAGA,Managers,2021,Annual,Male,29.788
CARAGA,Managers,2021,Annual,Female,34.782
CARAGA,Managers,2021,February,Both Sexes,96.009
CARAGA,Managers,2021,February,Male,35.471
CARAGA,Managers,2021,February,Female,60.538
CARAGA,Managers,2021,March,Both Sexes,84.981
CARAGA,Managers,2021,March,Male,36.589
CARAGA,Managers,2021,March,Female,48.392
CARAGA,Managers,2021,May,Both Sexes,71.166
CARAGA,Managers,2021,May,Male,33.918
CARAGA,Managers,2021,May,Female,37.248
CARAGA,Managers,2021,June,Both Sexes,60.476
CARAGA,Managers,2021,June,Male,34.973
CARAGA,Managers,2021,June,Female,25.503
CARAGA,Managers,2021,August,Both Sexes,58.140
CARAGA,Managers,2021,August,Male,25.112
CARAGA,Managers,2021,August,Female,33.028
CARAGA,Managers,2021,September,Both Sexes,56.236
CARAGA,Managers,2021,September,Male,32.596
CARAGA,Managers,2021,September,Female,23.640
CARAGA,Managers,2021,November,Both Sexes,62.330
CARAGA,Managers,2021,November,Male,25.216
CARAGA,Managers,2021,November,Female,37.114
CARAGA,Managers,2021,December,Both Sexes,23.918
CARAGA,Managers,2021,December,Male,12.016
CARAGA,Managers,2021,December,Female,11.902
CARAGA,Professionals,2018,January,Both Sexes,55.748
CARAGA,Professionals,2018,January,Male,14.286
CARAGA,Professionals,2018,January,Female,41.462
CARAGA,Professionals,2018,April,Both Sexes,51.319
CARAGA,Professionals,2018,April,Male,16.897
CARAGA,Professionals,2018,April,Female,34.422
CARAGA,Professionals,2018,July,Both Sexes,58.995
CARAGA,Professionals,2018,July,Male,23.325
CARAGA,Professionals,2018,July,Female,35.670
CARAGA,Professionals,2018,October,Both Sexes,59.406
CARAGA,Professionals,2018,October,Male,17.794
CARAGA,Professionals,2018,October,Female,41.613
CARAGA,Professionals,2018,Annual,Both Sexes,56.367
CARAGA,Professionals,2018,Annual,Male,18.076
CARAGA,Professionals,2018,Annual,Female,38.292
CARAGA,Professionals,2018,February,Both Sexes,..
CARAGA,Professionals,2018,February,Male,..
CARAGA,Professionals,2018,February,Female,..
CARAGA,Professionals,2018,March,Both Sexes,..
CARAGA,Professionals,2018,March,Male,..
CARAGA,Professionals,2018,March,Female,..
CARAGA,Professionals,2018,May,Both Sexes,..
CARAGA,Professionals,2018,May,Male,..
CARAGA,Professionals,2018,May,Female,..
CARAGA,Professionals,2018,June,Both Sexes,..
CARAGA,Professionals,2018,June,Male,..
CARAGA,Professionals,2018,June,Female,..
CARAGA,Professionals,2018,August,Both Sexes,..
CARAGA,Professionals,2018,August,Male,..
CARAGA,Professionals,2018,August,Female,..
CARAGA,Professionals,2018,September,Both Sexes,..
CARAGA,Professionals,2018,September,Male,..
CARAGA,Professionals,2018,September,Female,..
CARAGA,Professionals,2018,November,Both Sexes,..
CARAGA,Professionals,2018,November,Male,..
CARAGA,Professionals,2018,November,Female,..
CARAGA,Professionals,2018,December,Both Sexes,..
CARAGA,Professionals,2018,December,Male,..
CARAGA,Professionals,2018,December,Female,..
CARAGA,Professionals,2019,January,Both Sexes,49.809
CARAGA,Professionals,2019,January,Male,12.116
CARAGA,Professionals,2019,January,Female,37.693
CARAGA,Professionals,2019,April,Both Sexes,54.955
CARAGA,Professionals,2019,April,Male,14.502
CARAGA,Professionals,2019,April,Female,40.453
CARAGA,Professionals,2019,July,Both Sexes,57.035
CARAGA,Professionals,2019,July,Male,17.298
CARAGA,Professionals,2019,July,Female,39.737
CARAGA,Professionals,2019,October,Both Sexes,61.175
CARAGA,Professionals,2019,October,Male,19.223
CARAGA,Professionals,2019,October,Female,41.953
CARAGA,Professionals,2019,Annual,Both Sexes,55.744
CARAGA,Professionals,2019,Annual,Male,15.785
CARAGA,Professionals,2019,Annual,Female,39.959
CARAGA,Professionals,2019,February,Both Sexes,..
CARAGA,Professionals,2019,February,Male,..
CARAGA,Professionals,2019,February,Female,..
CARAGA,Professionals,2019,March,Both Sexes,..
CARAGA,Professionals,2019,March,Male,..
CARAGA,Professionals,2019,March,Female,..
CARAGA,Professionals,2019,May,Both Sexes,..
CARAGA,Professionals,2019,May,Male,..
CARAGA,Professionals,2019,May,Female,..
CARAGA,Professionals,2019,June,Both Sexes,..
CARAGA,Professionals,2019,June,Male,..
CARAGA,Professionals,2019,June,Female,..
CARAGA,Professionals,2019,August,Both Sexes,..
CARAGA,Professionals,2019,August,Male,..
CARAGA,Professionals,2019,August,Female,..
CARAGA,Professionals,2019,September,Both Sexes,..
CARAGA,Professionals,2019,September,Male,..
CARAGA,Professionals,2019,September,Female,..
CARAGA,Professionals,2019,November,Both Sexes,..
